mileage,dealer,location,price,make,website
"155,211 mi",Don Baskin Truck Sales LLC,"Covington, TN","$10,000",1973 GMC 7500,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/gmc/7500-1973/ee-listing-42150079
"129,437 mi",Don Baskin Truck Sales LLC,"Covington, TN","$25,000",2007 INTERNATIONAL WORKSTAR 7400,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/workstar7400-2007/ee-listing-42154626
"397,061 mi",Impel Union,"Alsip, IL","$100,950",2020 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2020/ee-listing-42152420
"600,303 mi",Penske Used Trucks,"Houston, TX","$42,500",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42172205
"215,521 mi",Penske Used Trucks,"Lincoln, NE","$69,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174851
"652,896 mi",Penske Used Trucks,"Fontana, CA","$70,750",2019 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2019/ee-listing-42172822
"547,830 mi",Ryder Systems Inc,"Tampa, FL","$57,895",2016 Volvo VNL64T 670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2016/ee-listing-42183467
"266,700 mi",Don Baskin Truck Sales LLC,"Covington, TN","$22,000",2013 INTERNATIONAL TRANSTAR 8600,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/transtar8600-2013/ee-listing-42150123
"694,239 mi",Penske Used Trucks,"West Sacramento, CA","$38,750",2014 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2014/ee-listing-42175299
"208,363 mi",Ryder Systems Inc,"Pomona, CA","$59,429",2017 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42138806
"518,103 mi",Trevs Trucks,"Kansas City, MO","$74,950",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42158733
"332,485 mi",Ryder Systems Inc,"Salisbury, MA","$59,595",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42169775
"534,319 mi",Ryder Systems Inc,"Bolingbrook, IL","$72,798",2019 Volvo VNL64T 760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t760-2019/ee-listing-42130481
"448,555 mi",Penske Used Trucks,"Greensboro, NC","$45,500",2015 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2015/ee-listing-42172127
"456,619 mi",Ryder Systems Inc,"Warwick, RI","$56,295",2016 Volvo VNL64TRACTOR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2016/ee-listing-42179573
"714,700 mi",Penske Used Trucks,"Dayton, NJ","$38,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174936
"628,224 mi",Penske Used Trucks,"Carrollton, TX","$66,500",2018 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42179942
"400,889 mi",Don Baskin Truck Sales LLC,"Covington, TN","$45,000",2004 MACK GRANITE CV713,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/granitecv713-2004/ee-listing-42172081
"590,615 mi",Penske Used Trucks,"Allentown, PA","$43,500",2016 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2016/ee-listing-42179896
"220,741 mi",Penske Used Trucks,"Garland, TX","$43,750",2015 VOLVO VNL42300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl42300-2015/ee-listing-42174534
"249,633 mi",Ryder Systems Inc,"Portland, OR","$60,995",2019 Navistar International 4300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2019/ee-listing-42145284
"573,505 mi",Penske Used Trucks,"Conyers, GA","$48,500",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42179832
"224,259 mi",Penske Used Trucks,"Akron, OH","$52,000",2015 FREIGHTLINER M2,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2015/ee-listing-42165790
"338,701 mi",Ryder Systems Inc,"Syracuse, NY","$44,495",2015 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42169693
"491,083 mi",Penske Used Trucks,"Medley, FL","$59,750",2018 VOLVO VNR64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnr64300-2018/ee-listing-42184653
"448,651 mi",Penske Used Trucks,"Ashland, VA","$44,250",2015 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2015/ee-listing-42174456
"502,067 mi",Penske Used Trucks,"Springfield, MO","$93,250",2020 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2020/ee-listing-42184682
"348,591 mi",Ryder Systems Inc,"Syracuse, NY","$37,195",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42169704
"395,912 mi",Trevs Trucks,"Kansas City, MO","$54,950",2015 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2015/ee-listing-42154057
"708,127 mi",Penske Used Trucks,"Pewaukee, WI","$55,500",2018 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42172695
"291,252 mi",Ryder Systems Inc,"Salisbury, MA","$52,162",2017 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42149650
"622,730 mi",Penske Used Trucks,"Rochester, NY","$34,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42168370
"477,517 mi",Ryder Systems Inc,"Houston, TX","$80,774",2019 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42153777
"390,329 mi",Trevs Trucks,"Kansas City, MO","$99,950",2019 VOLVO VNL64T760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t760-2019/ee-listing-42158743
"773,047 mi",Don Baskin Truck Sales LLC,"Covington, TN","$25,000",2006 WESTERN STAR 4964,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/western-star/4964-2006/ee-listing-42149854
"756,637 mi",Penske Used Trucks,"Jessup, MD","$39,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184568
"613,831 mi",Ryder Systems Inc,"Pittsburgh, PA","$59,995",2019 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42159268
"907,009 mi",Don Baskin Truck Sales LLC,"Covington, TN","$25,000",2016 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42149872
"906,671 mi",Don Baskin Truck Sales LLC,"Covington, TN","$28,000",2013 MACK PINNACLE CHU613,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/pinnaclechu613-2013/ee-listing-42150324
"235,538 mi",Don Baskin Truck Sales LLC,"Covington, TN","$30,000",2000 STERLING LT9500,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/lt9500-2000/ee-listing-42150332
"350,305 mi",McMahon Truck Centers,"Clarksville, IN","$99,900",2019 Volvo VNL64T740,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t740-2019/ee-listing-42138467
"163,633 mi",Don Baskin Truck Sales LLC,"Covington, TN","$8,500",1999 INTERNATIONAL 4700,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4700-1999/ee-listing-42150686
"608,983 mi",Ryder Systems Inc,"Commerce City, CO","$65,995",2019 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42153454
null,Palmer Trucks,"Indianapolis, IN","$99,900",2019 Peterbilt 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42164836
"559,585 mi",Penske Used Trucks,"Phoenix, AZ","$61,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184555
"608,972 mi",Ryder Systems Inc,"Kansas City, MO","$74,886",2019 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42153742
"617,523 mi",Don Baskin Truck Sales LLC,"Covington, TN","$55,000",2011 KENWORTH T800,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t800-2011/ee-listing-42150512
"634,124 mi",Ryder Systems Inc,"Indianapolis, IN","$42,995",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42179721
"632,050 mi",Penske Used Trucks,"Montgomery, NY","$46,250",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42182249
"157,427 mi",Ryder Systems Inc,"Jacksonville, FL","$42,295",2016 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42176366
"208,160 mi",Don Baskin Truck Sales LLC,"Covington, TN","$12,000",1998 INTERNATIONAL 4700,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4700-1998/ee-listing-42172098
"306,299 mi",Don Baskin Truck Sales LLC,"Covington, TN","$25,000",1998 STERLING LT9501,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/lt9501-1998/ee-listing-42150111
"756,992 mi",Penske Used Trucks,"Tampa, FL","$39,750",2019 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2019/ee-listing-42175241
"495,690 mi",Penske Used Trucks,"Plymouth, MI","$47,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174712
"838,732 mi",Penske Used Trucks,"Monroe, LA","$39,250",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42172556
"370,906 mi",M&K Truck Centers,"Wyoming, MI","$124,900",2020 VOLVO VNL64T760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t760-2020/ee-listing-42155653
"776,126 mi",Ryder Systems Inc,"Pomona, CA","$59,995",2019 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42145210
"754,672 mi",Ryder Systems Inc,"Knoxville, TN","$60,516",2020 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42140620
"280,729 mi",Don Baskin Truck Sales LLC,"Covington, TN","$7,500",2005 STERLING L8500,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/l8500-2005/ee-listing-42150689
"420,649 mi",Penske Used Trucks,"Franklin Park, IL","$82,000",2018 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42172715
"549,558 mi",Ryder Systems Inc,"Montebello, CA","$73,495",2019 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2019/ee-listing-42153497
"422,190 mi",Ryder Systems Inc,"Pittsburgh, PA","$47,995",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42179529
"678,074 mi",Dobbs Peterbilt - WA,"Union Gap, WA",Call For Price,2017 PETERBILT 567,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/567-2017/ee-listing-42144622
"667,256 mi",Penske Used Trucks,"Shreveport, LA","$53,500",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42172576
"527,856 mi",Penske Used Trucks,"Pensacola, FL","$16,000",2009 FREIGHTLINER CL12064S,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cl12064s-2009/ee-listing-42178075
"715,326 mi",Don Baskin Truck Sales LLC,"Covington, TN","$30,000",2014 MACK PINNACLE CXU613,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/pinnaclecxu613-2014/ee-listing-42150004
"488,560 mi",Penske Used Trucks,"Chattanooga, TN","$53,250",2016 FREIGHTLINER X11364ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42184549
"615,931 mi",Ryder Systems Inc,"Houston, TX","$43,195",2016 Navistar International PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/prostar-2016/ee-listing-42178659
"481,118 mi",Penske Used Trucks,"Garland, TX","$48,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172494
"173,319 mi",Ryder Systems Inc,"O'Fallon, MO","$45,002",2015 Navistar International 4300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2015/ee-listing-42158156
"1,221,463 mi",Don Baskin Truck Sales LLC,"Covington, TN","$18,000",2009 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2009/ee-listing-42150388
null,Don Baskin Truck Sales LLC,"Covington, TN","$26,000",2017 INTERNATIONAL DURASTAR 4300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/durastar4300-2017/ee-listing-42159400
null,McMahon Truck Centers,"London, OH",Call For Price,2023 Kenworth T880,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t880-2023/ee-listing-42104723
"336,028 mi",Ryder Systems Inc,"Salisbury, MA","$46,995",2019 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42129650
"509,408 mi",Penske Used Trucks,"Port Allen, LA","$53,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172446
"654,614 mi",Ryder Systems Inc,"Bensalem, PA","$54,995",2019 Freightliner NEW CASCADIA 116,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadia116-2019/ee-listing-42153625
"398,987 mi",Penske Used Trucks,"Parsippany, NJ","$54,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42182102
"492,409 mi",Penske Used Trucks,"Pensacola, FL","$37,750",2015 FREIGHTLINER X12542ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2015/ee-listing-42165736
"438,845 mi",Penske Used Trucks,"Memphis, TN","$51,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172243
"467,882 mi",Penske Used Trucks,"Milwaukee, WI","$60,250",2019 INTERNATIONAL LT625,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2019/ee-listing-42179976
"236,158 mi",Oakley Equipment,"Florence, AL","$149,995",2019 PETERBILT 348,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/348-2019/ee-listing-42079832
"547,794 mi",Trevs Trucks,"Kansas City, MO","$72,950",2018 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42158735
"355,691 mi",Ryder Systems Inc,"Springfield, MA","$39,195",2015 Navistar International PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/prostar-2015/ee-listing-42176403
"390,453 mi",Penske Used Trucks,"Houston, TX","$77,750",2018 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2018/ee-listing-42184702
"517,188 mi",Penske Used Trucks,"Lancaster, PA","$45,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172223
"243,809 mi",Peach State Freightliner,"Jefferson, GA","$159,900",2021 FREIGHTLINER CASCADIA 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2021/ee-listing-42129469
"587,636 mi",Don Baskin Truck Sales LLC,"Covington, TN","$23,000",2005 FREIGHTLINER CENTURY 120,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/century120-2005/ee-listing-42159379
"722,519 mi",Ryder Systems Inc,"Bensalem, PA","$67,124",2019 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42160675
"284,847 mi",Penske Used Trucks,"Dallas, TX","$43,000",2017 FREIGHTLINER M2,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2017/ee-listing-42178217
"490,457 mi",Ryder Systems Inc,"Salisbury, MA","$29,495",2014 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2014/ee-listing-42179566
"436,981 mi",Penske Used Trucks,"Swedesboro, NJ","$46,750",2016 FREIGHTLINER X11364ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42182145
"390,261 mi",Penske Used Trucks,"Jessup, MD","$49,750",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174589
"617,996 mi",Penske Used Trucks,"Tallahassee, FL","$48,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184644
"596,856 mi",Penske Used Trucks,"Hammond, LA","$63,000",2018 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42179954
"303,968 mi",Penske Used Trucks,"Torrance, CA","$63,750",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174480
"427,093 mi",Penske Used Trucks,"Jacksonville, FL","$45,500",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42172142
"349,947 mi",Penske Used Trucks,"Garden City, GA","$64,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174676
"439,856 mi",Penske Used Trucks,"Franklin Park, IL","$44,250",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174483
"434,897 mi",Ryder Systems Inc,"Wayland , MI","$44,495",2017 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42181555
"259,253 mi",Ryder Systems Inc,"Warwick, RI","$36,995",2018 Navistar International 4300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2018/ee-listing-42158408
"314,358 mi",Ryder Systems Inc,"Springfield, MA","$51,064",2017 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42130343
"372,617 mi",Penske Used Trucks,"Grand Prairie, TX","$30,750",2016 FREIGHTLINER M2,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2016/ee-listing-42178177
"600,145 mi",Ryder Systems Inc,"Warwick, RI","$44,995",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42170023
"580,220 mi",Penske Used Trucks,"Pittsburgh, PA","$33,000",2015 FREIGHTLINER X12542ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2015/ee-listing-42165709
"520,676 mi",Ryder Systems Inc,"Hilliard, OH","$69,753",2018 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2018/ee-listing-42153751
"414,687 mi",Penske Used Trucks,"Millville, NJ","$44,750",2015 FREIGHTLINER X11364ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2015/ee-listing-42175301
null,Palmer Trucks,"Louisville, KY","$110,000",2020 Peterbilt 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2020/ee-listing-42065375
"364,093 mi",Penske Used Trucks,"San Antonio, TX","$59,250",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174607
1 mi,McMahon Truck Centers,"Charlotte, NC",Call For Price,2022 Mack AN64T M742,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/an64tm742-2022/ee-listing-41609398
"542,442 mi",Ryder Systems Inc,"Salt Lake City, UT","$53,495",2020 Volvo VNR64T 400,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnr64t400-2020/ee-listing-42185339
"502,320 mi",Ryder Systems Inc,"Bolingbrook, IL","$58,995",2018 Volvo VNL64TRACTOR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2018/ee-listing-42183404
"187,361 mi",Ryder Systems Inc,"Bolingbrook, IL","$67,573",2016 Freightliner CASCADIA 113,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2016/ee-listing-42181704
"234,477 mi",Don Baskin Truck Sales LLC,"Covington, TN","$11,000",2008 STERLING ACTERRA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/acterra-2008/ee-listing-42150787
"356,372 mi",Penske Used Trucks,"Homewood, AL","$53,750",2017 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2017/ee-listing-42184583
"783,345 mi",Penske Used Trucks,"De Pere, WI","$56,000",2019 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2019/ee-listing-42172791
"146,262 mi",Ryder Systems Inc,"Kearny, NJ","$41,995",2015 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2015/ee-listing-42185327
"649,690 mi",Ryder Systems Inc,"Oak Creek, WI","$50,395",2020 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42165428
"363,665 mi",Penske Used Trucks,"Belcamp, MD","$61,750",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42172604
"136,341 mi",Don Baskin Truck Sales LLC,"Covington, TN","$20,000",2007 PETERBILT 320,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/320-2007/ee-listing-42150057
"986,645 mi",Gateline Equipment,"Calhoun, TN","$69,999",2004 PETERBILT 379,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/379-2004/ee-listing-42145505
"378,353 mi",Ryder Systems Inc,"Pittsburgh, PA","$50,609",2018 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2018/ee-listing-42121645
"344,515 mi",Don Baskin Truck Sales LLC,"Covington, TN","$30,000",2012 FREIGHTLINER BUSINESS CLASS M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/businessclassm2106-2012/ee-listing-42149951
"605,187 mi",Ryder Systems Inc,"Phoenix, AZ","$75,495",2020 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2020/ee-listing-42129704
"400,068 mi",Ryder Systems Inc,"Laurel, MD","$36,495",2017 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42158411
"361,057 mi",Ryder Systems Inc,"Charlotte, NC","$60,894",2019 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42122849
"601,616 mi",Ryder Systems Inc,"Fort Worth, TX","$59,495",2019 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2019/ee-listing-42139449
"479,211 mi",Penske Used Trucks,"Tampa, FL","$45,500",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42179802
"714,695 mi",Ryder Systems Inc,"Dallas, TX","$30,395",2016 Navistar International 8600,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/8600-2016/ee-listing-42185393
"556,517 mi",Ryder Systems Inc,"Kansas City, MO","$49,995",2017 Volvo VNL64TRACTOR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2017/ee-listing-42181544
"235,294 mi",Ryder Systems Inc,"Syracuse, NY","$52,495",2019 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42153489
"360,496 mi",Impel Union,"Alsip, IL","$88,500",2019 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2019/ee-listing-42182004
null,Don Baskin Truck Sales LLC,"Covington, TN","$32,000",2013 FREIGHTLINER CORONADO 122 SD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/coronado122sd-2013/ee-listing-42149879
"616,062 mi",Penske Used Trucks,"Florence, SC","$47,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184475
"320,611 mi",Ryder Systems Inc,"Dallas, TX","$52,939",2017 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42158533
